,phrase,contaminant,date,city,county,main city,main county,title,page_url
347,"“It tastes like watered-down bleach,” says Reinelda Palma, a longtime community leader whose house hosts the gatherings.",lead,"May 27, 2016","['alpaugh', 'davis', 'porterville', 'fresno', 'tulare']",['tulare'],tulare,tulare,The Flint of California - Community Water Center,https://www.communitywatercenter.org/the_flint_of_california
348,"”The Flint lead crisis has made us think of tainted water as an urban problem, aging pipes slowly poisoning the children of poor communities.",lead,"May 27, 2016","['alpaugh', 'davis', 'porterville', 'fresno', 'tulare']",['tulare'],tulare,tulare,The Flint of California - Community Water Center,https://www.communitywatercenter.org/the_flint_of_california
349," That is why we have been working with leadership in both houses on a proposal to increase funding for safe drinking water    ” said Laurel Firestone, co-executive director of the Community Water Center.",lead,"May 13, 2016",[],[],,,Governor’s Budget Falls Short of Addressing California’s Drinking Water Crisis - Community Water Center,https://www.communitywatercenter.org/mayrevise2016_pressrelease
350," RCAC has strong core services and expertise in housing, environmental infrastructure (water, wastewater and solid waste), leadership training, economic development and financing.",lead,"May 13, 2016",[],[],,,Governor’s Budget Falls Short of Addressing California’s Drinking Water Crisis - Community Water Center,https://www.communitywatercenter.org/mayrevise2016_pressrelease
351," We conducted community meetings, or ""platicas,"" in Arvin, East Porterville, and Fresno to talk with community partners about nitrate contamination, 1,2,3-TCP's impending Maximum Contaminant Level, and local water pilot projects.",nitrate,"May 09, 2016","['fresno', 'orosi', 'arvin', 'porterville']",[],orosi,,Great Accomplishments during National Drinking Water Week 2016!,https://www.communitywatercenter.org/accomplishments_ndww2016
352,"Community and nonprofit leaders say many of East Porterville's immigrants have been reluctant to sign up for government assistance, all but certain they will be deported.",lead,"May 07, 2016","['tulare', 'porterville']",['tulare'],porterville,tulare,"The wells have run dry in this California town, so why is a $1.2-million water system untapped? - Community Water Center",https://www.communitywatercenter.org/wellsrundry
353," After 15 years with arsenic contamination, one small Kern County community took the struggle for clean water into its own hands--in a campaign that could serve as a role model for others.",arsenic,"May 05, 2016","['arvin', 'lamont']",['kern'],arvin,kern,"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
354,"”More precisely, it was contaminated—with arsenic.",arsenic,"May 05, 2016","['arvin', 'lamont']",['kern'],arvin,kern,"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
355,"“Any of the medium sized and large cities, this isn't an issue because you can pay for the infrastructure to take the arsenic out of the water,” he says.",arsenic,"May 05, 2016","['arvin', 'lamont']",['kern'],arvin,kern,"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
356," “But if you're in a small community, drilling new wells is hard, and many communities have drilled well upon well and the source water still contains arsenic.",arsenic,"May 05, 2016","['arvin', 'lamont']",['kern'],arvin,kern,"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
357," Now, residents just need to wait a little longer for arsenic-free water in their homes.",arsenic,"May 05, 2016","['arvin', 'lamont']",['kern'],arvin,kern,"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
358," The city is drilling new wells, and so far, arsenic levels are well within the safe zone.",arsenic,"May 05, 2016","['arvin', 'lamont']",['kern'],arvin,kern,"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
359," “Bacterial and arsenic violations were the most common types of violations impacting schools, but they were also followed by the pesticide DBCP, disinfectant byproducts, and nitrates,”says lead author Jenny Rempel with the Community Water Center.",arsenic,"May 05, 2016","['tulare', 'arvin']",['tulare'],tulare,tulare,Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
360,"com/admin/sites/1/pages/831/blog_post/editA sixth-grader at El Camino Real Elementary School in Arvin uses a water bottle filling station equipped with an industrial water filter, installed because Arvin’s public water is contaminated with arsenic.",arsenic,"May 05, 2016","['tulare', 'arvin']",['tulare'],tulare,tulare,Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
361," Between 2003 and 2014, over 900 schools in the state may have provided water that was contaminated with arsenic or bacteria.",arsenic,"May 05, 2016","['tulare', 'arvin']",['tulare'],tulare,tulare,Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
362,"""The most frequently occurring violations that we were seeing were bacterial and arsenic violations,"" said Remple.",arsenic,"May 05, 2016","['tulare', 'arvin']",['tulare'],tulare,tulare,Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
363," “Bacterial and arsenic violations were the most common types of violations impacting schools, but they were also followed by the pesticide DBCP, disinfectant byproducts, and nitrates,”says lead author Jenny Rempel with the Community Water Center.",nitrate,"May 05, 2016","['tulare', 'arvin']",['tulare'],tulare,tulare,Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
364," ""There were also pesticides, disinfectant by-products and nitrates.",nitrate,"May 05, 2016","['tulare', 'arvin']",['tulare'],tulare,tulare,Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
365," “Bacterial and arsenic violations were the most common types of violations impacting schools, but they were also followed by the pesticide DBCP, disinfectant byproducts, and nitrates,”says lead author Jenny Rempel with the Community Water Center.",nitrates,"May 05, 2016","['tulare', 'arvin']",['tulare'],tulare,tulare,Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
366," ""There were also pesticides, disinfectant by-products and nitrates.",nitrates,"May 05, 2016","['tulare', 'arvin']",['tulare'],tulare,tulare,Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
367," “Bacterial and arsenic violations were the most common types of violations impacting schools, but they were also followed by the pesticide DBCP, disinfectant byproducts, and nitrates,”says lead author Jenny Rempel with the Community Water Center.",lead,"May 05, 2016","['tulare', 'arvin']",['tulare'],tulare,tulare,Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
368,"Bacterial and arsenic violations were the most common types of violations impacting schools, followed by the pesticide DBCP, disinfectant byproducts, and nitrates.",arsenic,"May 05, 2016",['tulare'],['tulare'],tulare,tulare,Hundreds of California Schools Impacted by Unsafe Drinking Water - Community Water Center,https://www.communitywatercenter.org/hundreds_of_california_schools_impacted_by_unsafe_drinking_water
369,"Bacterial and arsenic violations were the most common types of violations impacting schools, followed by the pesticide DBCP, disinfectant byproducts, and nitrates.",nitrate,"May 05, 2016",['tulare'],['tulare'],tulare,tulare,Hundreds of California Schools Impacted by Unsafe Drinking Water - Community Water Center,https://www.communitywatercenter.org/hundreds_of_california_schools_impacted_by_unsafe_drinking_water
370,"Bacterial and arsenic violations were the most common types of violations impacting schools, followed by the pesticide DBCP, disinfectant byproducts, and nitrates.",nitrates,"May 05, 2016",['tulare'],['tulare'],tulare,tulare,Hundreds of California Schools Impacted by Unsafe Drinking Water - Community Water Center,https://www.communitywatercenter.org/hundreds_of_california_schools_impacted_by_unsafe_drinking_water
371,"“The problem could be even worse if the pipes and drinking fountains in schools leached lead or copper into the water supplies,” said Jenny Rempel, the lead contributor to the report and Communications Coordinator at the Community Water Center.",lead,"May 05, 2016",['tulare'],['tulare'],tulare,tulare,Hundreds of California Schools Impacted by Unsafe Drinking Water - Community Water Center,https://www.communitywatercenter.org/hundreds_of_california_schools_impacted_by_unsafe_drinking_water
372,Develop a statewide monitoring and reporting system specifically for lead and copper in schools.,lead,"May 05, 2016",['tulare'],['tulare'],tulare,tulare,Hundreds of California Schools Impacted by Unsafe Drinking Water - Community Water Center,https://www.communitywatercenter.org/hundreds_of_california_schools_impacted_by_unsafe_drinking_water
373, Excess levels — as much as three times the federal health limit — of nitrates less than 20 miles away in Monson.,nitrate,"May 05, 2016","['tulare', 'lamont']",['tulare'],tulare,tulare,"Unknown, Unregulated, Undrinkable - Community Water Center",https://www.communitywatercenter.org/unknown_unregulated_undrinkable
374, Excess levels — as much as three times the federal health limit — of nitrates less than 20 miles away in Monson.,nitrates,"May 05, 2016","['tulare', 'lamont']",['tulare'],tulare,tulare,"Unknown, Unregulated, Undrinkable - Community Water Center",https://www.communitywatercenter.org/unknown_unregulated_undrinkable
375, We need your help to make sure state leaders prioritize communities in need of safe water.,lead,"May 04, 2016",[],[],,,California's Drinking Water Crisis - Community Water Center,https://www.communitywatercenter.org/californias_drinking_water_crisis
376, I am also involved with an environmental leadership program in the UC Davis Arboretum where I work with other students to plan sustainable educational events for students and the greater community.,lead,"April 22, 2016",['davis'],[],davis,,Welcome CWC's New Interns! - Community Water Center,https://www.communitywatercenter.org/welcome_sacramento_new_interns
377,"Events include in-person community meetings about nitrate contamination, 1,2,3 - TCP contamination and how to get involved in water justice work in South Kern County.",nitrate,"April 13, 2016",['orosi'],['kern'],orosi,kern,National Drinking Water Week Calendar - Community Water Center,https://www.communitywatercenter.org/national_drinking_water_week_calendar
378," Arvin has violated federal drinking water standards for arsenic for over a decade, and according to the California Annual Compliance Report for Public Water Systems, over one million Californians are impacted by unsafe drinking water each year.",arsenic,"April 08, 2016","['arvin', 'lamont']",['kern'],arvin,kern,Agua4All Community Rally and Celebration a Success! - Community Water Center,https://www.communitywatercenter.org/agua4all_celebration
379, The event highlighted the progress the communities of Arvin and Lamont have made to improve access to safe drinking water in our schools and neighborhoods but also reminded local and state leaders that much more work remains to be done.,lead,"April 08, 2016","['arvin', 'lamont']",['kern'],arvin,kern,Agua4All Community Rally and Celebration a Success! - Community Water Center,https://www.communitywatercenter.org/agua4all_celebration
380,"Throughout California, groundwater nitrate contamination from agriculture is costing families, local governments and the state tens of millions of dollars a year.",nitrate,"March 31, 2016","['salinas', 'tulare', 'fresno']",['tulare'],salinas,tulare,State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
381," As an acute contaminant, nitrate poses great health risks to communities, especially to pregnant women and young babies.",nitrate,"March 31, 2016","['salinas', 'tulare', 'fresno']",['tulare'],salinas,tulare,State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
382, This order has the potential to set the state on track to reduce nitrate pollution from agriculture.,nitrate,"March 31, 2016","['salinas', 'tulare', 'fresno']",['tulare'],salinas,tulare,State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
383," However, as currently designed, the ILRP does not provide the field-level data that is vital to measuring and regulating nitrate pollution from agriculture.",nitrate,"March 31, 2016","['salinas', 'tulare', 'fresno']",['tulare'],salinas,tulare,State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
384," The new draft order allows the data that farmers are already reporting to be available to the public so that the state, researchers, and communities can understand the dynamics of nitrate use.",nitrate,"March 31, 2016","['salinas', 'tulare', 'fresno']",['tulare'],salinas,tulare,State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
385," Unless we prevent ongoing contamination, by 2050, nearly 80 percent of the residents in the Tulare Lake Basin and Salinas Valley will be impacted by nitrate-contaminated drinking water.",nitrate,"March 31, 2016","['salinas', 'tulare', 'fresno']",['tulare'],salinas,tulare,State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
386," And to ensure a livable future for residents of our state's agricultural regions, where hundreds if not thousands of wells have had to be closed due to nitrate pollution, creating an extra financial burden on our communities.",nitrate,"March 31, 2016","['salinas', 'tulare', 'fresno']",['tulare'],salinas,tulare,State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
387,CWC and our allies across the state are analyzing the draft general order and have spoken before the California Department of Food and Agriculture about the need for adequate data and transparency to understand nitrate pollution and work toward solutions.,nitrate,"March 31, 2016","['salinas', 'tulare', 'fresno']",['tulare'],salinas,tulare,State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
388," And many suffer as they did before the drought, enduring unsafe levels of nitrate and arsenic in their tap water.",arsenic,"February 25, 2016",['tulare'],['tulare'],tulare,tulare,"Laurel Firestone Among 20 Top Water Leaders to Contribute to New Book, Water: More or Less",https://www.communitywatercenter.org/new_book_water_more_or_less
389," And many suffer as they did before the drought, enduring unsafe levels of nitrate and arsenic in their tap water.",nitrate,"February 25, 2016",['tulare'],['tulare'],tulare,tulare,"Laurel Firestone Among 20 Top Water Leaders to Contribute to New Book, Water: More or Less",https://www.communitywatercenter.org/new_book_water_more_or_less
390,"CWC's Laurel Firestone is among twenty top water policy leaders who contributed personal essays to new book, Water: More or Less, by Water Education Foundation’s former executive director and long-time observer of the California water scene, Rita Schmidt Sudman.",lead,"February 25, 2016",['tulare'],['tulare'],tulare,tulare,"Laurel Firestone Among 20 Top Water Leaders to Contribute to New Book, Water: More or Less",https://www.communitywatercenter.org/new_book_water_more_or_less
391," She has seen first hand how contaminants such as nitrates and 123 TCP from agricultural and industrial practices affect the well-being of the workers and the residents of the small, rural communities throughout the Valley.",nitrate,"February 24, 2016","['fresno', 'poplar']",[],fresno,,Honoring the 2016 Water Justice Leaders!  - Community Water Center,https://www.communitywatercenter.org/honoring_2016_water_justice_leaders
392," She has seen first hand how contaminants such as nitrates and 123 TCP from agricultural and industrial practices affect the well-being of the workers and the residents of the small, rural communities throughout the Valley.",nitrates,"February 24, 2016","['fresno', 'poplar']",[],fresno,,Honoring the 2016 Water Justice Leaders!  - Community Water Center,https://www.communitywatercenter.org/honoring_2016_water_justice_leaders
393," Garibay leads Leadership Counsel's efforts in ensuring equitable land use planning and investment policies, access to basic services such as safe and affordable drinking water, and improved transportation opportunities.",lead,"February 24, 2016","['fresno', 'poplar']",[],fresno,,Honoring the 2016 Water Justice Leaders!  - Community Water Center,https://www.communitywatercenter.org/honoring_2016_water_justice_leaders
394, Veronica also leads the organization's regional and state climate justice advocacy efforts.,lead,"February 24, 2016","['fresno', 'poplar']",[],fresno,,Honoring the 2016 Water Justice Leaders!  - Community Water Center,https://www.communitywatercenter.org/honoring_2016_water_justice_leaders
395, She spoke of the well that her community has been forced to close due to nitrate contamination and of the fear that contaminated water will once again come from her faucet given Poplar's extreme vulnerability to nitrate contamination.,nitrate,"February 22, 2016",['poplar'],[],poplar,,State Water Board Adopts Human Right to Water Resolution! - Community Water Center,https://www.communitywatercenter.org/state_water_board_adopts_resolution
396,CWC is currently searching for a Policy Director to lead CWC’s policy advocacy programs and activities! Check out the job description on our Career Opportunities page! Like us to spread the wordTweet.,lead,"February 18, 2016",[],[],,,We're Hiring a Policy Director - Community Water Center,https://www.communitywatercenter.org/hiring_policy_director
397," In addition to his leadership as an integral member of the AGUA Coalition and a long-time United Farmworkers activist, Señor Quevedo also founded Vencinos Unidos, Neighbors United, which works in the communities of Orosi, East Orosi, and Cutler.",lead,"January 27, 2016","['fresno', 'tulare', 'orosi', 'salinas']",['tulare'],orosi,tulare,Water Justice Leadership Awards February 2015 - Community Water Center,https://www.communitywatercenter.org/wjla_february_2015
398, Martha has long been a leader at working with the farming community to both improve conditions for workers and recognize and promote best practices on California’s farms and ranches.,lead,"January 27, 2016","['fresno', 'tulare', 'orosi', 'salinas']",['tulare'],orosi,tulare,Water Justice Leadership Awards February 2015 - Community Water Center,https://www.communitywatercenter.org/wjla_february_2015
399," In addition to his leadership as an integral member of the AGUA Coalition and a long-time United Farmworkers activist, Señor Quevedo also founded Vencinos Unidos, Neighbors United, which works in the communities of Orosi, East Orosi, and Cutler.",lead,"January 27, 2016","['fresno', 'tulare', 'orosi', 'salinas']",['tulare'],orosi,tulare,Water Justice Leadership Awards February 2015 - Community Water Center,https://www.communitywatercenter.org/wjla_february_2015
400, Martha has long been a leader at working with the farming community to both improve conditions for workers and recognize and promote best practices on California’s farms and ranches.,lead,"January 27, 2016","['fresno', 'tulare', 'orosi', 'salinas']",['tulare'],orosi,tulare,Water Justice Leadership Awards February 2015 - Community Water Center,https://www.communitywatercenter.org/wjla_february_2015
401," Unlike other water contaminants such as nitrate and arsenic, the origins of 123 TCP are clear, the responsible parties are known, and these parties have the ability to pay for treatment.",arsenic,"January 12, 2016",[],[],,,CWC Kicks Off 2016 Campaign to Protect Drinking Water From Dangerous Contaminant 123 TCP,https://www.communitywatercenter.org/cwc_kicks_off_2016_123tcp_campaign
402," Unlike other water contaminants such as nitrate and arsenic, the origins of 123 TCP are clear, the responsible parties are known, and these parties have the ability to pay for treatment.",nitrate,"January 12, 2016",[],[],,,CWC Kicks Off 2016 Campaign to Protect Drinking Water From Dangerous Contaminant 123 TCP,https://www.communitywatercenter.org/cwc_kicks_off_2016_123tcp_campaign
403," Join us for our second annual Water Justice Leadership Awards on Wednesday, February 17th, from 5:30-7:30pm at Mayahuel in Downtown Sacramento! We'll be honoring leaders in the movement for water justice, including Senate Pro Tempore Kevin de León, State Water Board Member Tam Doduc, Leadership Counsel for Justice and Accountability Co-Directors Phoebe Seaton and Veronica Garibay, and long-time community leaders Sandra Garcia and Ruth Martinez.",lead,"December 17, 2015",[],[],,,Three Reasons to Support the Water Justice Movement - Community Water Center,https://www.communitywatercenter.org/three_reasons
404," Read about our earlier 2015 legislative wins below! In 2016, we’ll continue advocating for bills that promote safe, affordable water in our communities! We applaud the legislative and administrative leaders who advanced additional bills earlier this year with the drought assistance package in March and the state budget in June.",lead,"December 03, 2015",['porterville'],[],porterville,,Looking Forward to 2016: 2015 Legislative Wrap-Up  - Community Water Center,https://www.communitywatercenter.org/2015_legislative_private_well_owners
405,"The community of Arvin, which has had unsafe arsenic contamination for over a decade, is now on track to have safe water by the end of 2019.",arsenic,"December 03, 2015",['arvin'],[],arvin,,Arvin Signs Administrative Order with EPA and Establishes New Timeline for Securing Safe Water - Community Water Center,https://www.communitywatercenter.org/arvin_signs_administrative_order
406," Six of the community’s seven wells currently exceed arsenic standards, which led to enforcement action from USEPA Region 9 starting in 2008.",arsenic,"December 03, 2015",['arvin'],[],arvin,,Arvin Signs Administrative Order with EPA and Establishes New Timeline for Securing Safe Water - Community Water Center,https://www.communitywatercenter.org/arvin_signs_administrative_order
407," We need your support now so our community partners can continue building and leading these campaigns for safe, clean, and affordable drinking water.",lead,"December 01, 2015",[],[],,,Support Water Justice this Giving Tuesday! - Community Water Center,https://www.communitywatercenter.org/giving_tuesday16
408," This new CWC program helps Californians understand if they have health-harming pollutants like arsenic, uranium, bacteria, or pesticide byproducts in their well water.",arsenic,"November 11, 2015","['fresno', 'tulare']","['tulare', 'kern']",tulare,tulare,CWC Launches Private Well Testing Program - Community Water Center,https://www.communitywatercenter.org/well_testing
409,"As a result of this program, Cristobal Chavez just discovered that his household well is contaminated with nitrates at more than three times the legal limit.",nitrate,"November 11, 2015","['fresno', 'tulare']","['tulare', 'kern']",tulare,tulare,CWC Launches Private Well Testing Program - Community Water Center,https://www.communitywatercenter.org/well_testing
410,"As a result of this program, Cristobal Chavez just discovered that his household well is contaminated with nitrates at more than three times the legal limit.",nitrates,"November 11, 2015","['fresno', 'tulare']","['tulare', 'kern']",tulare,tulare,CWC Launches Private Well Testing Program - Community Water Center,https://www.communitywatercenter.org/well_testing
411," This new CWC program helps Californians understand if they have health-harming pollutants like arsenic, uranium, bacteria, or pesticide byproducts in their well water.",uranium,"November 11, 2015","['fresno', 'tulare']","['tulare', 'kern']",tulare,tulare,CWC Launches Private Well Testing Program - Community Water Center,https://www.communitywatercenter.org/well_testing
412,"One of the USDA grants will pay for well drilling in East Porterville, one of three grants from the state and federal government that would eventually lead to the unincorporated community being hooked into the city of Porterville’s water system.",lead,"November 03, 2015","['fresno', 'tulare', 'alpaugh', 'porterville']",['tulare'],fresno,tulare,Central Valley communities get drought-related grants - Community Water Center,https://www.communitywatercenter.org/central_valley_drought_grants
413," Your help is needed to ensure that the individuals most affected by the drought can continue building and leading campaigns for reliable, safe, and affordable water.",lead,"October 20, 2015",['tulare'],['tulare'],tulare,tulare,Donate Now to Strengthen the Drought Response - Community Water Center,https://www.communitywatercenter.org/donate_drought_response
414," Right now, the biggest problem is naturally occurring arsenic, exacerbated by an ever-shrinking volume of groundwater—partly a result of excessive pumping by farmers in the midst of California’s record-breaking drought.",arsenic,"October 09, 2015","['fresno', 'tulare']",['tulare'],tulare,tulare,Why California's Poorest Towns Still Can't Connect to Water - Community Water Center,https://www.communitywatercenter.org/californias_poorest_towns_water
415," Since the system’s arsenic levels exceed EPA limits, Pratt Mutual is legally obligated to resolve the issue.",arsenic,"October 09, 2015","['fresno', 'tulare']",['tulare'],tulare,tulare,Why California's Poorest Towns Still Can't Connect to Water - Community Water Center,https://www.communitywatercenter.org/californias_poorest_towns_water
416, Their water system is tainted with arsenic.,arsenic,"October 09, 2015","['fresno', 'tulare']",['tulare'],tulare,tulare,Why California's Poorest Towns Still Can't Connect to Water - Community Water Center,https://www.communitywatercenter.org/californias_poorest_towns_water
417,"Riverdale, the somewhat wealthier, whiter town next door, is also unincorporated, and has also had its share of arsenic spikes.",arsenic,"October 09, 2015","['fresno', 'tulare']",['tulare'],tulare,tulare,Why California's Poorest Towns Still Can't Connect to Water - Community Water Center,https://www.communitywatercenter.org/californias_poorest_towns_water
418," But Lanare’s debts, incurred by a mismanaged, disused arsenic treatment plant the community took a risk on years back, seem to be too much of a threat.",arsenic,"October 09, 2015","['fresno', 'tulare']",['tulare'],tulare,tulare,Why California's Poorest Towns Still Can't Connect to Water - Community Water Center,https://www.communitywatercenter.org/californias_poorest_towns_water
419,"“People can’t always afford to pump out their tanks, so sometimes they overflow,” says Vance McKinney, a 59-year-old truck driver and community leader.",lead,"October 09, 2015","['fresno', 'tulare']",['tulare'],tulare,tulare,Why California's Poorest Towns Still Can't Connect to Water - Community Water Center,https://www.communitywatercenter.org/californias_poorest_towns_water
420," Lanare and its legal advocates have asked Riverdale to consider consolidation on multiple occasions, even pleading with state lawmakers to intervene.",lead,"October 09, 2015","['fresno', 'tulare']",['tulare'],tulare,tulare,Why California's Poorest Towns Still Can't Connect to Water - Community Water Center,https://www.communitywatercenter.org/californias_poorest_towns_water
421,We applaud the legislative and administrative leaders who advanced additional bills earlier this year with the drought assistance package in March and the state budget in June.,lead,"October 01, 2015",[],[],,,2015 Legislative Session Moves Us Closer to Water Justice - Community Water Center,https://www.communitywatercenter.org/2015_session
422," Yet last week, without any prior reason or indication, state leaders failed to advance Assembly Bill 954 (Mathis and Alejo), demonstrating a lack of commitment to meeting the needs of drought-impacted Californians, especially those residents who rely on individual household wells.",lead,"September 07, 2015","['poplar', 'porterville']",[],poplar,,AB 954 needed to better meet drought-impacted Californians’ needs and help create drought-resilient rural communities - Community Water Center,https://www.communitywatercenter.org/ab_954_needed
423," But it will take legislative action to allocate funding specifically for household well solutions, and state leadership to both proactively coordinate drinking water emergency response efforts and accelerate funding for lasting solutions.",lead,"September 07, 2015","['poplar', 'porterville']",[],poplar,,AB 954 needed to better meet drought-impacted Californians’ needs and help create drought-resilient rural communities - Community Water Center,https://www.communitywatercenter.org/ab_954_needed
424," Without centralized leadership of drinking water assistance programs, including household wells, our most vulnerable households will fall through the cracks and investment will continue to be haphazard and disjointed.",lead,"September 07, 2015","['poplar', 'porterville']",[],poplar,,AB 954 needed to better meet drought-impacted Californians’ needs and help create drought-resilient rural communities - Community Water Center,https://www.communitywatercenter.org/ab_954_needed
425," Though existing drought funding can and, on some occasions, has been used to implement long-term solutions, the state has failed to provide leadership to expedite construction of lasting solutions, particularly for communities without an existing centralized water system.",lead,"September 07, 2015","['poplar', 'porterville']",[],poplar,,AB 954 needed to better meet drought-impacted Californians’ needs and help create drought-resilient rural communities - Community Water Center,https://www.communitywatercenter.org/ab_954_needed
426,"In this coming last week of session, as we celebrate Labor Day, our state leaders should be working to resurrect the bipartisan program proposed in AB 954 to address the needs of the thousands of hard working Californians without running water.",lead,"September 07, 2015","['poplar', 'porterville']",[],poplar,,AB 954 needed to better meet drought-impacted Californians’ needs and help create drought-resilient rural communities - Community Water Center,https://www.communitywatercenter.org/ab_954_needed
427, There are nitrates and arsenic in the water that have no smell.,arsenic,"September 06, 2015",['tulare'],['tulare'],tulare,tulare,10 Questions: Susana De Anda - Community Water Center,https://www.communitywatercenter.org/10_questions_susana
428, There are nitrates and arsenic in the water that have no smell.,nitrate,"September 06, 2015",['tulare'],['tulare'],tulare,tulare,10 Questions: Susana De Anda - Community Water Center,https://www.communitywatercenter.org/10_questions_susana
429, There are nitrates and arsenic in the water that have no smell.,nitrates,"September 06, 2015",['tulare'],['tulare'],tulare,tulare,10 Questions: Susana De Anda - Community Water Center,https://www.communitywatercenter.org/10_questions_susana
430," Photo Credit: John Walker, Fresno BeeReacting to the drought emergency, state leaders have rescued trout from a warm San Joaquin River, offered $30 million in rebates for ripping out lawns and paid hundreds of millions to help communities facing water shortages.",lead,"September 05, 2015","['fresno', 'tulare']","['tulare', 'kern']",fresno,tulare,After the drought: Private well owners left behind? - Community Water Center,https://www.communitywatercenter.org/private_well_owners_left_behind
431," “Thousands of Californians lack running water, yet because of poor coordination and a lack of leadership at the state level, we have seen almost no lasting assistance for residents on private wells.",lead,"September 05, 2015","['fresno', 'tulare']","['tulare', 'kern']",fresno,tulare,After the drought: Private well owners left behind? - Community Water Center,https://www.communitywatercenter.org/private_well_owners_left_behind
432," These small, unincorporated communities have struggled to provide safe drinking water to their residents, because the region’s groundwater is contaminated with high levels of nitrates and the pesticide DBCP.",nitrate,"July 30, 2015","['tulare', 'orosi']",['tulare'],orosi,tulare,Seven Communities Join Forces for Lasting Water Solutions - Community Water Center,https://www.communitywatercenter.org/seven_communities_water_solutions
433," These small, unincorporated communities have struggled to provide safe drinking water to their residents, because the region’s groundwater is contaminated with high levels of nitrates and the pesticide DBCP.",nitrates,"July 30, 2015","['tulare', 'orosi']",['tulare'],orosi,tulare,Seven Communities Join Forces for Lasting Water Solutions - Community Water Center,https://www.communitywatercenter.org/seven_communities_water_solutions
434,Residents of Arvin have been impacted by arsenic-contaminated water for over a decade.,arsenic,"July 20, 2015","['arvin', 'lamont']",['kern'],arvin,kern,CWC Opens New Office in South Kern! - Community Water Center,https://www.communitywatercenter.org/cwc_opens_office_south_kern
435," In the same way, Tulare County has shown great leadership in coordination with local nonprofits, to assist their drought impacted residents.",lead,"July 18, 2015","['poplar', 'tulare', 'porterville']",['tulare'],tulare,tulare,Drought Emergency Hearing to Address Community Needs - Community Water Center,https://www.communitywatercenter.org/drought_hearing
436, Tulare County has been a leader in accessing state funding to provide emergency water to hundreds of families.,lead,"July 18, 2015","['poplar', 'tulare', 'porterville']",['tulare'],tulare,tulare,Drought Emergency Hearing to Address Community Needs - Community Water Center,https://www.communitywatercenter.org/drought_hearing
437, This fund could be derived from a fertilizer fee at the rate of state sales tax to address nitrate contamination.,nitrate,"July 10, 2015",[],[],,,Toward Water Conservation and Water Affordability - Community Water Center,https://www.communitywatercenter.org/conservation_pricing
438,"In June of last year, Tulare County officials issued a warning to residents not to drink the water from their taps because testing showed it contained nitrates at higher than maximum levels allowed by law.",nitrate,"July 01, 2015",['tulare'],['tulare'],tulare,tulare,County buying land for Yettem-Seville well - Community Water Center,https://www.communitywatercenter.org/county_yettem_seville_well
439,"In June of last year, Tulare County officials issued a warning to residents not to drink the water from their taps because testing showed it contained nitrates at higher than maximum levels allowed by law.",nitrates,"July 01, 2015",['tulare'],['tulare'],tulare,tulare,County buying land for Yettem-Seville well - Community Water Center,https://www.communitywatercenter.org/county_yettem_seville_well
